Nom,Isin,Symbole,Marche,Mic
EXEL_INDUSTRIES,FR0004527638,EXE,Euronext_Paris,XPAR
EXPLOS.PROD.CHI.PF,FR0000037343,EPCP,Euronext_Paris,XPAR
EXPLOSIFS_PROD.CHI,FR0000039026,EXPL,Euronext_Paris,XPAR
FAURECIA,FR0000121147,EO,Euronext_Paris,XPAR
FAUVET_GIREL,FR0000063034,FAUV,Euronext_Paris,XPAR
FAYENC.SARREGUEMI.,FR0000031973,FAYE,Euronext_Paris,XPAR
FDL,FR0000030181,FDL,Euronext_Paris,XPAR
FERM.CAS.MUN.CANNE,FR0000062101,FCMC,Euronext_Paris,XPAR
FERMENTALG,FR0011271600,FALG,Euronext_Paris,XPAR
FFP,FR0000064784,FFP,Euronext_Paris,XPAR
FIDUCIAL_OFF.SOL.,FR0000061418,SACI,Euronext_Paris,XPAR
FIDUCIAL_REAL_EST.,FR0000060535,ORIA,Euronext_Paris,XPAR
FIGEAC_AERO,FR0011665280,FGA,Euronext_Paris,XPAR
FIMALAC,FR0000037947,FIM,Euronext_Paris,XPAR
FIN.ETANG_BERRE,FR0000062341,BERR,Euronext_Paris,XPAR
FIN.ETANG_BERRE_PF,FR0000062507,EBPF,Euronext_Paris,XPAR
FIN.OUEST_AFRICAIN,SN0000033192,FOAF,Euronext_Paris,XPAR
FINANCIERE_MARJOS,FR0000060824,FINM,Euronext_Paris,XPAR
FINANCIERE_ODET,FR0000062234,ODET,Euronext_Paris,XPAR
FINATIS,FR0000035123,FNTS,Euronext_Paris,XPAR
FIPP,FR0000038184,FIPP,Euronext_Paris,XPAR
FLEURY_MICHON,FR0000074759,FLE,Euronext_Paris,XPAR
FLEURYMBSAR22MAR20,FR0011408731,FLEBS,Euronext_Paris,XPAR
FONC_ATLAND_BSA,FR0012951028,FATBS,Euronext_Paris,XPAR
FONC._PARIS_NORD,FR0011277391,FPN,Euronext_Paris,XPAR
FONC.DES_REGIONS,FR0000064578,FDR,Euronext_Paris,XPAR
FONCIERE_7_INVEST,FR0000065930,LEBL,Euronext_Paris,XPAR
FONCIERE_ATLAND,FR0000064362,FATL,Euronext_Paris,XPAR
FONCIERE_DES_MURS,FR0000060303,FMU,Euronext_Paris,XPAR
FONCIERE_EURIS,FR0000038499,EURS,Euronext_Paris,XPAR
FONCIERE_INEA,FR0010341032,INEA,Euronext_Paris,XPAR
FONCIERE_LYONNAISE,FR0000033409,FLY,Euronext_Paris,XPAR
FONCIERE_R-PARIS,FR0000063265,FFBE,Euronext_Paris,XPAR
FONCIERE_VOLTA,FR0000053944,SPEL,Euronext_Paris,XPAR
FORESTIERE_EQUAT.,CI0000053161,FORE,Euronext_Paris,XPAR
FRANCAISE_ENERGIE,FR0013030152,LFDE,Euronext_Paris,XPAR
FREY,FR0010588079,FREY,Euronext_Paris,XPAR
FROMAGERIES_BEL,FR0000121857,FBEL,Euronext_Paris,XPAR
FUTUREN,FR0011284991,FTRN,Euronext_Paris,XPAR
GALIMMO,FR0000030611,GALIM,Euronext_Paris,XPAR
GAUMONT,FR0000034894,GAM,Euronext_Paris,XPAR
GDS_(144A)_RUSAL,US9098831004,RUAL,Euronext_Paris,XPAR
GDS_(S)_RUSAL,US9098832093,RUSAL,Euronext_Paris,XPAR
GDS_MOULINS_STRAS.,FR0000064180,GDMS,Euronext_Paris,XPAR
GEA_GRENOBL.ELECT.,FR0000053035,GEA,Euronext_Paris,XPAR
GECI_INTL,FR0000079634,GECP,Euronext_Paris,XPAR
GECI_INTL_BS,FR0013141249,GECBS,Euronext_Paris,XPAR
GECINA_NOM.,FR0010040865,GFC,Euronext_Paris,XPAR
GENERAL_ELECTRIC,US3696041033,GNE,Euronext_Paris,XPAR
GENERIX,FR0010501692,GENX,Euronext_Paris,XPAR
GENEURO,CH0308403085,GNRO,Euronext_Paris,XPAR
GENFIT,FR0004163111,GNFT,Euronext_Paris,XPAR
GENKYOTEX,FR0011790542,GKTX,Euronext_Paris,XPAR
GENOMIC_VISION,FR0011799907,GV,Euronext_Paris,XPAR
GENSIGHT_BIOLOGICS,FR0013183985,SIGHT,Euronext_Paris,XPAR
GFI_INFORMATIQUE,FR0004038099,GFI,Euronext_Paris,XPAR
GIORGIO_FEDON,IT0001210050,FED,Euronext_Paris,XPAR
GL_EVENTS,FR0000066672,GLO,Euronext_Paris,XPAR
GPE_GROUP_PIZZORNO,FR0010214064,GPE,Euronext_Paris,XPAR
GRAINES_VOLTZ,FR0000065971,GRVO,Euronext_Paris,XPAR
GROUPE_CRIT,FR0000036675,CEN,Euronext_Paris,XPAR
GROUPE_EUROTUNNEL,FR0010533075,GET,Euronext_Paris,XPAR
GROUPE_FLO,FR0004076891,FLO,Euronext_Paris,XPAR
GROUPE_FNAC,FR0011476928,FNAC,Euronext_Paris,XPAR
GROUPE_GORGE,FR0000062671,GOE,Euronext_Paris,XPAR
GROUPE_IRD,FR0000124232,IRD,Euronext_Paris,XPAR
GROUPE_JAJ,FR0004010338,GJAJ,Euronext_Paris,XPAR
GROUPE_LDLC,FR0000075442,LDL,Euronext_Paris,XPAR
GROUPE_OPEN,FR0004050300,OPN,Euronext_Paris,XPAR
GROUPE_PARTOUCHE,FR0012612646,PARP,Euronext_Paris,XPAR
GROUPE_SFPI,FR0004155000,SFPI,Euronext_Paris,XPAR
GROUPE_VIAL,FR0010340406,VIA,Euronext_Paris,XPAR
GTT,FR0011726835,GTT,Euronext_Paris,XPAR
GUERBET,FR0000032526,GBT,Euronext_Paris,XPAR
GUERBET_NV,FR0013229028,GBTNV,Euronext_Paris,XPAR
GUILLEMOT,FR0000066722,GUI,Euronext_Paris,XPAR
GUY_DEGRENNE,FR0004035061,GUYD,Euronext_Paris,XPAR
HAULOTTE_GROUP,FR0000066755,PIG,Euronext_Paris,XPAR
HAVAS,FR0000121881,HAV,Euronext_Paris,XPAR
HERIGE,FR0000066540,HERIG,Euronext_Paris,XPAR
HERIGE_NV,FR0013227451,HERNV,Euronext_Paris,XPAR
HERMES_INTL,FR0000052292,RMS,Euronext_Paris,XPAR
HEXCEL,US4282911084,HXL,Euronext_Paris,XPAR
HF,FR0000038531,HF,Euronext_Paris,XPAR
HI-MEDIA,FR0012821890,HIM,Euronext_Paris,XPAR
HIGH_CO,FR0000054231,HCO,Euronext_Paris,XPAR
HIPAY_GROUP,FR0012821916,HIPAY,Euronext_Paris,XPAR
HOPSCOTCH_GROUPE,FR0000065278,HOP,Euronext_Paris,XPAR
HOTELS_DE_PARIS,FR0004165801,HDP,Euronext_Paris,XPAR
HSBC_HOLDINGS,GB0005405286,HSB,Euronext_Paris,XPAR
HUBWOO,FR0004052561,HBW,Euronext_Paris,XPAR
ICADE,FR0000035081,ICAD,Euronext_Paris,XPAR
ID_LOGISTICS_GROUP,FR0010929125,IDL,Euronext_Paris,XPAR
IDI,FR0000051393,IDIP,Euronext_Paris,XPAR
IFF,US4595061015,IFF,Euronext_Paris,XPAR
IGE_+_XAO,FR0000030827,IGE,Euronext_Paris,XPAR
ILIAD,FR0004035913,ILD,Euronext_Paris,XPAR
IMERYS,FR0000120859,NK,Euronext_Paris,XPAR
IMMOB.DASSAULT,FR0000033243,IMDA,Euronext_Paris,XPAR
IMMOB.HOTELIERE,FR0000036980,IMHO,Euronext_Paris,XPAR
IMPLANET,FR0010458729,IMPL,Euronext_Paris,XPAR
INDLE_FIN.ENTREPR.,FR0000066219,INFE,Euronext_Paris,XPAR
INFOSYS_LTD_ADS,US4567881085,INFY,Euronext_Paris,XPAR
INFOTEL,FR0000071797,INF,Euronext_Paris,XPAR
INGENICO_GROUP,FR0000125346,ING,Euronext_Paris,XPAR
INNATE_PHARMA,FR0010331421,IPH,Euronext_Paris,XPAR
INNELEC_MULTIMEDIA,FR0000064297,INN,Euronext_Paris,XPAR
INSIDE_SECURE,FR0010291245,INSD,Euronext_Paris,XPAR
INSTALLUX,FR0000060451,STAL,Euronext_Paris,XPAR
INTERPARFUMS,FR0004024222,ITP,Euronext_Paris,XPAR
INTEXA,FR0000064958,ITXT,Euronext_Paris,XPAR
INTLE_PLANT.HEVEAS,FR0000036857,SIPH,Euronext_Paris,XPAR
INVENTIVA,FR0013233012,IVA,Euronext_Paris,XPAR
IPSEN,FR0010259150,IPN,Euronext_Paris,XPAR
IPSEN_NV,FR0013227626,IPNNV,Euronext_Paris,XPAR
IPSOS,FR0000073298,IPS,Euronext_Paris,XPAR
IPSOS_NV,FR0013227683,IPSNV,Euronext_Paris,XPAR
IT_LINK,FR0000072597,ITL,Euronext_Paris,XPAR
ITESOFT,FR0004026151,ITE,Euronext_Paris,XPAR
ITS_GROUP,FR0000073843,ITS,Euronext_Paris,XPAR
JACQUES_BOGART,FR0012872141,JBOG,Euronext_Paris,XPAR
JACQUET_METAL_SCE,FR0000033904,JCQ,Euronext_Paris,XPAR
JC_DECAUX_SA.,FR0000077919,DEC,Euronext_Paris,XPAR
KAUFMAN_ET_BROAD,FR0004007813,KOF,Euronext_Paris,XPAR
KERING,FR0000121485,KER,Euronext_Paris,XPAR
KEYRUS,FR0004029411,KEY,Euronext_Paris,XPAR
KLEPIERRE,FR0000121964,LI,Euronext_Paris,XPAR
KORIAN,FR0010386334,KORI,Euronext_Paris,XPAR
L'OREAL,FR0000120321,OR,Euronext_Paris,XPAR
LA_FONCIERE_VERTE,FR0000039638,LFVE,Euronext_Paris,XPAR
LACROIX_SA,FR0000066607,LACR,Euronext_Paris,XPAR
LAFARGEHOLCIM_LTD,CH0012214059,LHN,Euronext_Paris,XPAR
LAFUMA,FR0000035263,LAF,Euronext_Paris,XPAR
LAGARDERE_S.C.A.,FR0000130213,MMB,Euronext_Paris,XPAR
LANSON-BCC,FR0004027068,LAN,Euronext_Paris,XPAR
LAURENT-PERRIER,FR0006864484,LPE,Euronext_Paris,XPAR
LDC,FR0013204336,LOUP,Euronext_Paris,XPAR
LE_NOBLE_AGE,FR0004170017,LNA,Euronext_Paris,XPAR
LE_TANNEUR,FR0000075673,LTAN,Euronext_Paris,XPAR
LEBON,FR0000121295,LBON,Euronext_Paris,XPAR
LECTRA,FR0000065484,LSS,Euronext_Paris,XPAR
LEGRAND,FR0010307819,LR,Euronext_Paris,XPAR
LESNXCONSTRUCTEURS,FR0004023208,LNC,Euronext_Paris,XPAR
LILLY_AND_CO,US5324571083,LLY,Euronext_Paris,XPAR
LINEDATA_SERVICES,FR0004156297,LIN,Euronext_Paris,XPAR
LISI,FR0000050353,FII,Euronext_Paris,XPAR
LOCINDUS,FR0000121352,LD,Euronext_Paris,XPAR
LVMH,FR0000121014,MC,Euronext_Paris,XPAR
LYSOGENE,FR0013233475,LYS,Euronext_Paris,XPAR
M.R.M,FR0000060196,MRM,Euronext_Paris,XPAR
MAINSTAY_MEDICAL,IE00BJYS1G50,MSTY,Euronext_Paris,XPAR
MAISONS_DU_MONDE,FR0013153541,MDM,Euronext_Paris,XPAR
MAISONS_FRANCE,FR0004159473,MFC,Euronext_Paris,XPAR
MALTERIES_FCO-BEL.,FR0000030074,MALT,Euronext_Paris,XPAR
MANITOU_BF,FR0000038606,MTU,Euronext_Paris,XPAR
MANUTAN_INTL,FR0000032302,MAN,Euronext_Paris,XPAR
MAROC_TELECOM,MA0000011488,IAM,Euronext_Paris,XPAR
MAUNA_KEA_TECH,FR0010609263,MKEA,Euronext_Paris,XPAR
MAUREL_ET_PROM,FR0000051070,MAU,Euronext_Paris,XPAR
MBWS,FR0000060873,MBWS,Euronext_Paris,XPAR
MBWS_BSA_2004,FR0010134247,MBWBS,Euronext_Paris,XPAR
MBWS_BSA_2006,FR0010304733,MBWBR,Euronext_Paris,XPAR
MBWS_BSA_ACT2,FR0011477124,MBWBW,Euronext_Paris,XPAR
MBWS_BSAR_2023,FR0013066313,MBWSZ,Euronext_Paris,XPAR
MCPHY_ENERGY,FR0011742329,MCPHY,Euronext_Paris,XPAR
MEDASYS,FR0000052623,MED,Euronext_Paris,XPAR
MEDIA_6,FR0000064404,EDI,Euronext_Paris,XPAR
MEDIAWAN,FR0013247137,MDW,Euronext_Paris,XPAR
MEDIAWAN_WAR,FR0013128907,MDWBS,Euronext_Paris,XPAR
MEMSCAP_REGPT,FR0010298620,MEMS,Euronext_Paris,XPAR
MERCIALYS,FR0010241638,MERY,Euronext_Paris,XPAR
MERCK_AND_CO_INC,US58933Y1055,MRK,Euronext_Paris,XPAR
MERSEN,FR0000039620,MRN,Euronext_Paris,XPAR
MERSEN_BSAR_JUI10,FR0010902510,MRNB1,Euronext_Paris,XPAR
MERSEN_NV,FR0013228970,MRNNV,Euronext_Paris,XPAR
METABOLIC_EXPLORER,FR0004177046,METEX,Euronext_Paris,XPAR
METROPOLE_TV,FR0000053225,MMT,Euronext_Paris,XPAR
MGI_COUTIER,FR0000053027,MGIC,Euronext_Paris,XPAR
MICHELIN,FR0000121261,ML,Euronext_Paris,XPAR
MICHELIN_NV,FR0013227568,MLNV,Euronext_Paris,XPAR
MICROBSAR15DEC18,FR0010827345,MUNBR,Euronext_Paris,XPAR
MICROPOLE,FR0000077570,MUN,Euronext_Paris,XPAR
MND,FR0011584549,MND,Euronext_Paris,XPAR
MONCEY_(FIN.)_NOM.,FR0000076986,MONC,Euronext_Paris,XPAR
MONTAIGNE_FASHION,FR0004048734,MFG,Euronext_Paris,XPAR
MR_BRICOLAGE,FR0004034320,MRB,Euronext_Paris,XPAR
MUSEE_GREVIN,FR0000037970,GREV,Euronext_Paris,XPAR
NANOBIOTIX,FR0011341205,NANO,Euronext_Paris,XPAR
NATIXIS,FR0000120685,KN,Euronext_Paris,XPAR
NATIXIS_NV,FR0013239829,KNNV,Euronext_Paris,XPAR
NATUREX,FR0000054694,NRX,Euronext_Paris,XPAR
NEOPOST,FR0000120560,NEO,Euronext_Paris,XPAR
NETGEM,FR0004154060,NTG,Euronext_Paris,XPAR
NEURONES,FR0004050250,NRO,Euronext_Paris,XPAR
NEXANS,FR0000044448,NEX,Euronext_Paris,XPAR
NEXITY,FR0010112524,NXI,Euronext_Paris,XPAR
NEXTSTAGE,FR0012789386,NEXTS,Euronext_Paris,XPAR
NICOX,FR0013018124,COX,Euronext_Paris,XPAR
NOKIA,FI0009000681,NOKIA,Euronext_Paris,XPAR
NRJ_GROUP,FR0000121691,NRG,Euronext_Paris,XPAR
OENEO,FR0000052680,SBT,Euronext_Paris,XPAR
OFFICIIS_PROPERTIE,FR0010298901,OFP,Euronext_Paris,XPAR
OL_GROUPE,FR0010428771,OLG,Euronext_Paris,XPAR
ONXEO,FR0010095596,ONXEO,Euronext_Paris,XPAR
ORANGE,FR0000133308,ORA,Euronext_Paris,XPAR
ORAPI,FR0000075392,ORAP,Euronext_Paris,XPAR
ORCHESTRA-PREMAMAN,FR0013190410,KAZI,Euronext_Paris,XPAR
ORCO_BSAR_2019,LU0234878881,ORCBR,Euronext_Paris,XPAR
OREGE,FR0010609206,OREGE,Euronext_Paris,XPAR
ORPEA,FR0000184798,ORP,Euronext_Paris,XPAR
OSE_IMMUNO,FR0012127173,OSE,Euronext_Paris,XPAR
OXIS_INTL,US6918295014,OXI,Euronext_Paris,XPAR
PAREF,FR0010263202,PAR,Euronext_Paris,XPAR
PARROT,FR0004038263,PARRO,Euronext_Paris,XPAR
PASSAT,FR0000038465,PSAT,Euronext_Paris,XPAR
PATRIMOINE_ET_COMM,FR0011027135,PAT,Euronext_Paris,XPAR
PCAS,FR0000053514,PCA,Euronext_Paris,XPAR
PERNOD_RICARD,FR0000120693,RI,Euronext_Paris,XPAR
PERRIER_(GERARD),FR0000061459,PERR,Euronext_Paris,XPAR
PEUGEOT,FR0000121501,UG,Euronext_Paris,XPAR
PHARMAGEST_INTER.,FR0012882389,PHA,Euronext_Paris,XPAR
PHILIP_MORRIS_INTL,US7181721090,PM,Euronext_Paris,XPAR
PIERRE_VACANCES,FR0000073041,VAC,Euronext_Paris,XPAR
PIXIUM_VISION,FR0011950641,PIX,Euronext_Paris,XPAR
PLAST.VAL_LOIRE,FR0013252186,PVL,Euronext_Paris,XPAR
PLASTIC_OMNIUM,FR0000124570,POM,Euronext_Paris,XPAR
POXEL,FR0012432516,POXEL,Euronext_Paris,XPAR
PRECIA,FR0000060832,PREC,Euronext_Paris,XPAR
PROCTER_GAMBLE,US7427181091,PGP,Euronext_Paris,XPAR
PRODWAYS,FR0012613610,PWG,Euronext_Paris,XPAR
PROLOG_BSAAR20,FR0011627900,PRBS1,Euronext_Paris,XPAR
PROLOGUE,FR0010380626,PROL,Euronext_Paris,XPAR
PROLOGUE_BSAA,FR0011198175,PROBS,Euronext_Paris,XPAR
PROLOGUE_BSAA2021,FR0011994326,PRBS2,Euronext_Paris,XPAR
PSB_INDUSTRIES,FR0000060329,PSB,Euronext_Paris,XPAR
PUBLICIS_BSA,FR0000312928,PUBBS,Euronext_Paris,XPAR
PUBLICIS_GROUPE_SA,FR0000130577,PUB,Euronext_Paris,XPAR
QUANTEL,FR0000038242,QUA,Euronext_Paris,XPAR
QUOTIUM_TECHNO,FR0010211615,QTE,Euronext_Paris,XPAR
RADIALL,FR0000050320,RLL,Euronext_Paris,XPAR
RALLYE,FR0000060618,RAL,Euronext_Paris,XPAR
RAMSAY_GEN_SANTE,FR0000044471,GDS,Euronext_Paris,XPAR
RECYLEX_S.A.,FR0000120388,RX,Euronext_Paris,XPAR
REMY_COINTREAU,FR0000130395,RCO,Euronext_Paris,XPAR
RENAULT,FR0000131906,RNO,Euronext_Paris,XPAR
REXEL,FR0010451203,RXL,Euronext_Paris,XPAR
RIBER,FR0000075954,RIB,Euronext_Paris,XPAR
ROBECO,NL0000289783,ROBP,Euronext_Paris,XPAR
ROBERTET,FR0000039091,RBT,Euronext_Paris,XPAR
ROBERTET_CDV_87,FR0000045619,CBR,Euronext_Paris,XPAR
ROBERTET_CI,FR0000045601,CBE,Euronext_Paris,XPAR
RODRIGUEZ_GROUP,FR0000062994,ROD,Euronext_Paris,XPAR
ROLINCO,NL0000289817,ROLP,Euronext_Paris,XPAR
RORENTO_CLASS_DH_E,LU0934195610,RORP,Euronext_Paris,XPAR
ROTHSCHILD_&_CO,FR0000031684,ROTH,Euronext_Paris,XPAR
RUBIS,FR0000121253,RUI,Euronext_Paris,XPAR
RUBIS_NV,FR0013222254,RUINV,Euronext_Paris,XPAR
S.E.B.,FR0000121709,SK,Euronext_Paris,XPAR
SABETON,FR0000060121,SABE,Euronext_Paris,XPAR
SAFE_ORTHOPAEDICS,FR0012452746,SAFOR,Euronext_Paris,XPAR
SAFRAN,FR0000073272,SAF,Euronext_Paris,XPAR
SAINT_GOBAIN,FR0000125007,SGO,Euronext_Paris,XPAR
SAMSE,FR0000060071,SAMS,Euronext_Paris,XPAR
SANOFI,FR0000120578,SAN,Euronext_Paris,XPAR
SARTORIUS_STED_BIO,FR0013154002,DIM,Euronext_Paris,XPAR
SAVENCIA,FR0000120107,SAVE,Euronext_Paris,XPAR
SCBSM,FR0006239109,CBSM,Euronext_Paris,XPAR
SCHLUMBERGER,AN8068571086,SLB,Euronext_Paris,XPAR
SCHNEIDER_ELECTRIC,FR0000121972,SU,Euronext_Paris,XPAR
SCOR_SE,FR0010411983,SCR,Euronext_Paris,XPAR
SECHE_ENVIRONNEM.,FR0000039109,SCHP,Euronext_Paris,XPAR
SELCODIS,FR0000065492,SLCO,Euronext_Paris,XPAR
SELECTIRENTE,FR0004175842,SELER,Euronext_Paris,XPAR
SEQUANA,FR0011352590,SEQ,Euronext_Paris,XPAR
SERGEFERRARI_GROUP,FR0011950682,SEFER,Euronext_Paris,XPAR
SES,LU0088087324,SESG,Euronext_Paris,XPAR
SES_IMAGOTAG,FR0010282822,SESL,Euronext_Paris,XPAR
SES_IMAGOTAG_NV,FR0013223096,SESNV,Euronext_Paris,XPAR
SFR_GROUP,FR0011594233,SFR,Euronext_Paris,XPAR
SHOWROOMPRIVE,FR0013006558,SRP,Euronext_Paris,XPAR
SIGNAUX_GIROD,FR0000060790,GIRO,Euronext_Paris,XPAR
SII,FR0000074122,SII,Euronext_Paris,XPAR
SMTPC,FR0004016699,SMTPC,Euronext_Paris,XPAR
SOC_FRANC_CASINOS,FR0010209809,SFCA,Euronext_Paris,XPAR
SOCIETE_GENERALE,FR0000130809,GLE,Euronext_Paris,XPAR
SODEXO,FR0000121220,SW,Euronext_Paris,XPAR
SODIFRANCE,FR0000072563,SOA,Euronext_Paris,XPAR
SODITECH,FR0000078321,SEC,Euronext_Paris,XPAR
SOFIBUS_PATRIMOINE,FR0000038804,SFBS,Euronext_Paris,XPAR
SOFRAGI,FR0000030140,SOFR,Euronext_Paris,XPAR
SOFT_COMPUTING,FR0000075517,SFT,Euronext_Paris,XPAR
SOGECLAIR,FR0000065864,SOG,Euronext_Paris,XPAR
SOITEC,FR0013227113,SOI,Euronext_Paris,XPAR
SOLOCAL_GROUP,FR0012938884,LOCAL,Euronext_Paris,XPAR
SOMFY_SA,FR0000120495,SO,Euronext_Paris,XPAR
SOPRA_STERIA_GROUP,FR0000050809,SOP,Euronext_Paris,XPAR
SOPRA_STERIA_NV,FR0013233152,SOPNV,Euronext_Paris,XPAR
SPIE,FR0012757854,SPIE,Euronext_Paris,XPAR
SPIR_COMMUNICATION,FR0000131732,SPI,Euronext_Paris,XPAR
SQLI,FR0011289040,SQI,Euronext_Paris,XPAR
SQLI_BSAR042018,FR0011023274,SQIBS,Euronext_Paris,XPAR
ST_DUPONT,FR0000054199,DPT,Euronext_Paris,XPAR
ST_GOBAIN_NV,FR0013228889,SGONV,Euronext_Paris,XPAR
STALLERGENES_GREER,GB00BZ21RF93,STAGR,Euronext_Paris,XPAR
STE_GENERALE_NV,FR0013227196,GLENV,Euronext_Paris,XPAR
STEF,FR0000064271,STF,Euronext_Paris,XPAR
STENTYS,FR0010949404,STNT,Euronext_Paris,XPAR
STMICROELECTRONICS,NL0000226223,STM,Euronext_Paris,XPAR
SUEZ,FR0010613471,SEV,Euronext_Paris,XPAR
SUPERSONIC_IMAGIDS,FR0013257391,SSIDS,Euronext_Paris,XPAR
SUPERSONIC_IMAGINE,FR0010526814,SSI,Euronext_Paris,XPAR
SWORD_GROUP,FR0004180578,SWP,Euronext_Paris,XPAR
SYNERGIE,FR0000032658,SDG,Euronext_Paris,XPAR
TARKETT,FR0004188670,TKTT,Euronext_Paris,XPAR
TAYNINH,FR0000063307,TAYN,Euronext_Paris,XPAR
TECHNICOLOR,FR0010918292,TCH,Euronext_Paris,XPAR
TECHNIPFMC,GB00BDSFG982,FTI,Euronext_Paris,XPAR
TELEPERFORMANCE,FR0000051807,RCF,Euronext_Paris,XPAR
TELEVERBIER,CH0008175645,TVRB,Euronext_Paris,XPAR
TERREIS,FR0010407049,TER,Euronext_Paris,XPAR
TESSI,FR0004529147,TES,Euronext_Paris,XPAR
TF1,FR0000054900,TFI,Euronext_Paris,XPAR
TFF_GROUP,FR0000071904,TFF,Euronext_Paris,XPAR
THALES,FR0000121329,HO,Euronext_Paris,XPAR
THALES_NV,FR0013227170,HONV,Euronext_Paris,XPAR
THERMADOR_GROUPE,FR0000061111,THEP,Euronext_Paris,XPAR
THERMOCOMPACT,FR0004037182,THER,Euronext_Paris,XPAR
TIKEHAU_CAPITAL,FR0013230612,TKO,Euronext_Paris,XPAR
TIPIAK,FR0000066482,TIPI,Euronext_Paris,XPAR
TIVOLY,FR0000060949,TVLY,Euronext_Paris,XPAR
TONNA_ELECTRONIQUE,FR0000064388,TONN,Euronext_Paris,XPAR
TOTAL,FR0000120271,FP,Euronext_Paris,XPAR
TOTAL_GABON,GA0000121459,EC,Euronext_Paris,XPAR
TOTAL_NV,FR0013229085,FPNV,Euronext_Paris,XPAR
TOUAX,FR0000033003,TOUP,Euronext_Paris,XPAR
TOUPARGEL_GROUPE,FR0000039240,TOU,Euronext_Paris,XPAR
TOUR_EIFFEL,FR0000036816,EIFF,Euronext_Paris,XPAR
TRANSGENE,FR0005175080,TNG,Euronext_Paris,XPAR
TRIGANO,FR0005691656,TRI,Euronext_Paris,XPAR
TXCELL,FR0010127662,TXCL,Euronext_Paris,XPAR
TXCELL_ABSA_FEB18,FR0013231792,TXCBS,Euronext_Paris,XPAR
U10,FR0000079147,UDIS,Euronext_Paris,XPAR
UBISOFT_ENTERTAIN,FR0000054470,UBI,Euronext_Paris,XPAR
ULRIC_DE_VARENS,FR0000079980,ULDV,Euronext_Paris,XPAR
UNIBEL,FR0000054215,UNBL,Euronext_Paris,XPAR
UNION_FIN.FRANCE,FR0000034548,UFF,Euronext_Paris,XPAR
UNION_TECH.INFOR.,FR0000074197,FPG,Euronext_Paris,XPAR
VALE,US91912E1055,VALE3,Euronext_Paris,XPAR
VALE_PREF,US91912E2046,VALE5,Euronext_Paris,XPAR
VALEO,FR0013176526,FR,Euronext_Paris,XPAR
VALLOUREC,FR0000120354,VK,Euronext_Paris,XPAR
VALNEVA,FR0004056851,VLA,Euronext_Paris,XPAR
VALNEVA_PREF,FR0011472943,VLAP,Euronext_Paris,XPAR
VEOLIA_ENVIRON.,FR0000124141,VIE,Euronext_Paris,XPAR
VERNEUIL_PARTICIP.,FR0000062465,VRNL,Euronext_Paris,XPAR
VETOQUINOL,FR0004186856,VETO,Euronext_Paris,XPAR
VIADEO,FR0010325241,VIAD,Euronext_Paris,XPAR
VICAT,FR0000031775,VCT,Euronext_Paris,XPAR
VIDELIO,FR0000066680,VDLO,Euronext_Paris,XPAR
VIEL_ET_COMPAGNIE,FR0000050049,VIL,Euronext_Paris,XPAR
VIKTORIA_INVEST,FR0000035719,VI,Euronext_Paris,XPAR
VILMORIN_&_CIE,FR0000052516,RIN,Euronext_Paris,XPAR
VINCI,FR0000125486,DG,Euronext_Paris,XPAR
VIRBAC,FR0000031577,VIRP,Euronext_Paris,XPAR
VISIODENT,FR0000065765,SDT,Euronext_Paris,XPAR
VIVENDI,FR0000127771,VIV,Euronext_Paris,XPAR
VOLTALIA,FR0011995588,VLTSA,Euronext_Paris,XPAR
VRANKEN-POMMERY,FR0000062796,VRAP,Euronext_Paris,XPAR
WAVESTONE,FR0004036036,WAVE,Euronext_Paris,XPAR
WENDEL,FR0000121204,MF,Euronext_Paris,XPAR
WORLDLINE,FR0011981968,WLN,Euronext_Paris,XPAR
X-FAB,BE0974310428,XFAB,Euronext_Paris,XPAR
XILAM_ANIMATION,FR0004034072,XIL,Euronext_Paris,XPAR
XPO_LOGISTICS,FR0000052870,XPO,Euronext_Paris,XPAR
YMAGIS,FR0011471291,MAGIS,Euronext_Paris,XPAR
ZCI_LIMITED,BMG9887P1068,CV,Euronext_Paris,XPAR
ZODIAC_AEROSPACE,FR0000125684,ZC,Euronext_Paris,XPAR
IBERSOL-SGPS,PTIBS0AM0008,IBS,Euronext_Lisbon,XLIS
IMPRESA-SGPS,PTIPR0AM0000,IPR,Euronext_Lisbon,XLIS
J.MARTINS-SGPS,PTJMT0AE0001,JMT,Euronext_Lisbon,XLIS
EMD_MUSIC,BE0003849669,EMD,Marché_Libre_Brussels,MLXB
FLEXOS,BE0003885051,FLEX,Marché_Libre_Brussels,MLXB
GROWNERS,BE0003861789,GROWN,Marché_Libre_Brussels,MLXB
ICE_CONCEPT,BE0003860773,ICE,Marché_Libre_Brussels,MLXB
IMMOPOOL,BE0003866838,IMMOP,Marché_Libre_Brussels,MLXB
NEWTREE,BE0003832491,NEWT,Marché_Libre_Brussels,MLXB
OTC,BE0003834513,OTCB,Marché_Libre_Brussels,MLXB
PHARCO,BE0003835528,PHAR,Marché_Libre_Brussels,MLXB
PNS,BE0003838555,PNSB,Marché_Libre_Brussels,MLXB
REALCO,BE0003841583,REAL,Marché_Libre_Brussels,MLXB
REIBEL,BE0003829463,REI,Marché_Libre_Brussels,MLXB
TEAM_KALORIK,BE0003852697,TEAM,Marché_Libre_Brussels,MLXB
