Nom,Isin,Symbole,Marche,Mic,Nom
ALTAREA,FR0000033219,ALTA,Euronext_Paris,XPAR,UNITRONICS
ALTAREIT,FR0000039216,AREIT,Euronext_Paris,XPAR,CO.BR.HA
ALTEN,FR0000071946,ATE,Euronext_Paris,XPAR,TRAMWAYS_DE_ROUEN
ALTRAN_TECHN.,FR0000034639,ALT,Euronext_Paris,XPAR,BANCO_SANTANDER
ALTUR_INVEST.,FR0010395681,ALTUR,Euronext_Paris,XPAR,MARTIFER
AMOEBA,FR0011051598,AMEBA,Euronext_Paris,XPAR,BIOCORP
AMPLITUDE_SURGICAL,FR0012789667,AMPLI,Euronext_Paris,XPAR,AGROGENERATION_NV
AMUNDI,FR0004125920,AMUN,Euronext_Paris,XPAR,ST.GUDULE-PL._CERT
ANF_IMMOBILIER,FR0000063091,ANF,Euronext_Paris,XPAR,INNELEC_MULTIMEDIA
APRIL,FR0004037125,APR,Euronext_Paris,XPAR,CHEOPS_TECHNOLOGY
ARCHOS,FR0000182479,JXR,Euronext_Paris,XPAR,CONNECT_GROUP
AREVA,FR0011027143,AREVA,Euronext_Paris,XPAR,ORANJEWOUD_A
ARGAN,FR0010481960,ARG,Euronext_Paris,XPAR,WEYA
ARKEMA,FR0010313833,AKE,Euronext_Paris,XPAR,SPEED_RABBIT_PIZZA
ARKEMA_NV,FR0013222932,AKENV,Euronext_Paris,XPAR,ALTUR_INVEST.
ARTEA,FR0012185536,ARTE,Euronext_Paris,XPAR,EUROFINS_CEREP
ARTOIS_NOM.,FR0000076952,ARTO,Euronext_Paris,XPAR,GOLD_BY_GOLD
ARTPRICE_COM,FR0000074783,PRC,Euronext_Paris,XPAR,I.CERAM
ASK,FR0011980077,ASK,Euronext_Paris,XPAR,TOOLUX_SANDING
ASSYSTEM,FR0000074148,ASY,Euronext_Paris,XPAR,GEA_GRENOBL.ELECT.
ATARI,FR0010478248,ATA,Euronext_Paris,XPAR,LAVIDE_HOLDING
ATEME,FR0011992700,ATEME,Euronext_Paris,XPAR,ISA
ATOS,FR0000051732,ATO,Euronext_Paris,XPAR,FREELANCE.COM
ATOS_SE_NV,FR0013227550,ATONV,Euronext_Paris,XPAR,LSK
ATTIJARIWAFA_BANK,MA0000011827,BCMA,Euronext_Paris,XPAR,SODITECH
AUBAY,FR0000063737,AUB,Euronext_Paris,XPAR,ITESOFT
AUFEMININ,FR0004042083,FEM,Euronext_Paris,XPAR,GECI_INTL_BS
AUGROS_COSMETICS,FR0000061780,AUGR,Euronext_Paris,XPAR,MILLET_INNOVATION
AUREA,FR0000039232,AURE,Euronext_Paris,XPAR,CAIRE
AURES_TECHNOLOGIES,FR0013183589,AURS,Euronext_Paris,XPAR,ATOS_SE_NV
AVANQUEST,FR0004026714,AVQ,Euronext_Paris,XPAR,OCCIDENTAL_PETROL.
AVENIR_TELECOM,FR0000066052,AVT,Euronext_Paris,XPAR,IEP_INVEST
AVIATION_LATECOERE,FR0000032278,LAT,Euronext_Paris,XPAR,HAMON
AWOX,FR0011800218,AWOX,Euronext_Paris,XPAR,EAUX_DE_DOUAI
AXA,FR0000120628,CS,Euronext_Paris,XPAR,TXCELL_ABSA_FEB18
AXWAY_SOFTWARE,FR0011040500,AXW,Euronext_Paris,XPAR,GDS_(S)_RUSAL
BACCARAT,FR0000064123,BCRA,Euronext_Paris,XPAR,CANDELA_INVEST
BAINS_MER_MONACO,MC0000031187,BAIN,Euronext_Paris,XPAR,CONDURIL
BARBARA_BUI,FR0000062788,BUI,Euronext_Paris,XPAR,FROMAGERIES_BEL
BASTIDE_LE_CONFORT,FR0000035370,BLC,Euronext_Paris,XPAR,SUMOL+COMPAL
BELIER,FR0000072399,BELI,Euronext_Paris,XPAR,GLINTT
BENETEAU,FR0000035164,BEN,Euronext_Paris,XPAR,MICROBSAR15DEC18
BENI_STABILI,IT0001389631,BNS,Euronext_Paris,XPAR,THUNDERBIRD
BIC,FR0000120966,BB,Euronext_Paris,XPAR,M2I
BIGBEN_INTERACTIVE,FR0000074072,BIG,Euronext_Paris,XPAR,SI_PARTICIPATIONS
BIOMERIEUX,FR0010096479,BIM,Euronext_Paris,XPAR,SELECTIRENTE
BLEECKER,FR0000062150,BLEE,Euronext_Paris,XPAR,LEADMEDIA_GROUP
BLUE,FR0011592104,BLUE,Euronext_Paris,XPAR,VALONEO
BNP_PARIBAS_ACT.A,FR0000131104,BNP,Euronext_Paris,XPAR,OXIS_INTL
BOIRON,FR0000061129,BOI,Euronext_Paris,XPAR,HYDRAULIQUE_PB
BOLLORE,FR0000039299,BOL,Euronext_Paris,XPAR,DOM_SECURITY
BOLLORE_NV,FR0013201365,BOLNV,Euronext_Paris,XPAR,CEGIDBAAR2NOV2018
BONDUELLE,FR0000063935,BON,Euronext_Paris,XPAR,COFINIMMO_PRIV1
BOURBON_CORP.,FR0004548873,GBB,Euronext_Paris,XPAR,ENVIPCO
BOURSE_DIRECT,FR0000074254,BSD,Euronext_Paris,XPAR,DIGIGRAM
BOUYGUES,FR0000120503,EN,Euronext_Paris,XPAR,FILAE
BRAS.OUEST_AFRIC.,SN0008626971,BOAF,Euronext_Paris,XPAR,GROUPE_IRD
BRASSERIE_CAMEROUN,CM0000035113,BCAM,Euronext_Paris,XPAR,AQUILA
BUREAU_VERITAS,FR0006174348,BVI,Euronext_Paris,XPAR,FDL
BURELLE,FR0000061137,BUR,Euronext_Paris,XPAR,SPOREVER
BUSINESS_ET_DECIS.,FR0000078958,BND,Euronext_Paris,XPAR,GUY_DEGRENNE
CA_TOULOUSE_31_CCI,FR0000045544,CAT31,Euronext_Paris,XPAR,BATLA_MINERALS
CAFOM,FR0010151589,CAFO,Euronext_Paris,XPAR,BOUSSARD_GHL_GBP
CAMBODGE_NOM.,FR0000079659,CBDG,Euronext_Paris,XPAR,ACCES_INDUSTRIE
CAP_GEMINI,FR0000125338,CAP,Euronext_Paris,XPAR,F.RAMA
CAPELLI,FR0012969095,CAPLI,Euronext_Paris,XPAR,ENCRES_DUBUIT
CARDETY,FR0010828137,CARD,Euronext_Paris,XPAR,FORESTIERE_EQUAT.
CARPINIENNE_PART.,FR0000064156,CARP,Euronext_Paris,XPAR,GEL_GROUPE
CARREFOUR,FR0000120172,CA,Euronext_Paris,XPAR,THERMES_DE_SAUJON
CASINO_GUICHARD,FR0000125585,CO,Euronext_Paris,XPAR,HORIZONTALSOFTWARE
CAST,FR0000072894,CAS,Euronext_Paris,XPAR,METHANOR
CATANA_GROUP,FR0010193052,CATG,Euronext_Paris,XPAR,LILLY_AND_CO
CATERING_INTL_SCES,FR0000064446,CTRG,Euronext_Paris,XPAR,IMMERSION
CATERPILLAR_INC,US1491231015,CATR,Euronext_Paris,XPAR,STRADIM_ESPAC.FIN
CBO_TERRITORIA,FR0010193979,CBOT,Euronext_Paris,XPAR,EXPLOSIFS_PROD.CHI
CCA_INTERNATIONAL,FR0000078339,CCA,Euronext_Paris,XPAR,HUNTER_DOUGLAS
CEGEDIM,FR0000053506,CGM,Euronext_Paris,XPAR,PROCTER_GAMBLE
CEGEREAL,FR0010309096,CGR,Euronext_Paris,XPAR,OLMIX
CEGID_GROUP,FR0000124703,CGD,Euronext_Paris,XPAR,IFF
CEGIDBAAR1NOV2017,FR0010928093,CGDBA,Euronext_Paris,XPAR,EUROMEDIS_GROUPE
CEGIDBAAR2NOV2018,FR0010928119,CGDBB,Euronext_Paris,XPAR,ROBERTET_CDV_87
CELLNOVO,FR0012633360,CLNV,Euronext_Paris,XPAR,EUROGERM
CERENIS,FR0012616852,CEREN,Euronext_Paris,XPAR,OBER
CFI,FR0000037475,CFI,Euronext_Paris,XPAR,HYDRO-EXPLOIT.
CGG,FR0013181864,CGG,Euronext_Paris,XPAR,VALUE8_CUM_PREF
CHARGEURS,FR0000130692,CRI,Euronext_Paris,XPAR,MONFINANCIER
CHAUF.URB.,FR0000052896,CHAU,Euronext_Paris,XPAR,SONAECOM
CHAUSSERIA,FR0000060907,CHSR,Euronext_Paris,XPAR,EUROPUBLIDIS
CHRISTIAN_DIOR,FR0000130403,CDI,Euronext_Paris,XPAR,INFOSYS_LTD_ADS
CIBOX_INTER_A_CTIV,FR0000054322,CIB,Euronext_Paris,XPAR,TELEGRAAF_MEDIA_GR
CIC,FR0005025004,CC,Euronext_Paris,XPAR,INTEXA
CNIM_CONSTR.FRF_10,FR0000053399,COM,Euronext_Paris,XPAR,TRONICS
CNOVA,NL0010949392,CNV,Euronext_Paris,XPAR,VERNEY_CARRON
CNP_ASSURANCES,FR0000120222,CNP,Euronext_Paris,XPAR,PLACOPLATRE
COFACE,FR0010667147,COFA,Euronext_Paris,XPAR,FINATIS
COHERIS,FR0004031763,COH,Euronext_Paris,XPAR,IVALIS
COLAS,FR0000121634,RE,Euronext_Paris,XPAR,MAKHEIA_GROUP
CONSTELLIUM,NL0010489522,CSTM,Euronext_Paris,XPAR,UNILEVER_DR7CP
COURTOIS,FR0000065393,COUR,Euronext_Paris,XPAR,NOVAE_AEROSPACE
CRCAM_ALP.PROV.CCI,FR0000044323,CRAP,Euronext_Paris,XPAR,ANTARES_CERT
CRCAM_ATL.VEND.CCI,FR0000185506,CRAV,Euronext_Paris,XPAR,LAFUMA
CRCAM_BRIE_PIC2CCI,FR0010483768,CRBP2,Euronext_Paris,XPAR,TRANSINSULAR
CRCAM_ILLE-VIL.CCI,FR0000045213,CIV,Euronext_Paris,XPAR,ABBVIE
CRCAM_LANGUED_CCI,FR0010461053,CRLA,Euronext_Paris,XPAR,ADOMOS_BS
CRCAM_LOIRE_HTE_L.,FR0000045239,CRLO,Euronext_Paris,XPAR,MAIS.ANTOINE_BAUD
CRCAM_MORBIHAN_CCI,FR0000045551,CMO,Euronext_Paris,XPAR,CTA_HOLDING
CRCAM_NORD_CCI,FR0000185514,CNF,Euronext_Paris,XPAR,COURTOIS
CRCAM_NORM.SEINE,FR0000044364,CCN,Euronext_Paris,XPAR,BASILIX_CERT
CRCAM_PARIS_ET_IDF,FR0000045528,CAF,Euronext_Paris,XPAR,ABO_GROUP
CRCAM_SUD_R.A.CCI,FR0000045346,CRSU,Euronext_Paris,XPAR,A2MICILE_EUROPE
CRCAM_TOURAINE_CCI,FR0000045304,CRTO,Euronext_Paris,XPAR,UNITI
CREDIT_AGRICOLE,FR0000045072,ACA,Euronext_Paris,XPAR,SAG_GEST
CROSSWOOD,FR0000050395,CROS,Euronext_Paris,XPAR,FUT.CLUBE_PORTO
CS_(COMM.SYSTEMES),FR0007317813,SX,Euronext_Paris,XPAR,SPADEL
DALET,FR0011026749,DLT,Euronext_Paris,XPAR,ARTEA
DANE_ELEC_MEMORY,FR0000036774,DAN,Euronext_Paris,XPAR,HOCHE_BAINS_L.BAIN
DANONE,FR0000120644,BN,Euronext_Paris,XPAR,TXCOM
DASSAULT_AVIATION,FR0000121725,AM,Euronext_Paris,XPAR,BOEING_COMPANY
DASSAULT_SYST_NV,FR0013227386,DSYNV,Euronext_Paris,XPAR,GROUPE_RIVALIS
DASSAULT_SYSTEMES,FR0000130650,DSY,Euronext_Paris,XPAR,ST_GOBAIN_NV
DBV_TECHNOLOGIES,FR0010417345,DBV,Euronext_Paris,XPAR,EO2
DELTA_PLUS_GROUP,FR0012928612,DLTA,Euronext_Paris,XPAR,DALET
DERICHEBOURG,FR0000053381,DBG,Euronext_Paris,XPAR,CFI
DEVOTEAM,FR0000073793,DVT,Euronext_Paris,XPAR,NEOCOM_MULTIMEDIA
DIAGEO,GB0002374006,DGE,Euronext_Paris,XPAR,O_SORBET_D'AMOUR
DIAGNOSTIC_BS,FR0012314623,DGMBS,Euronext_Paris,XPAR,IDS
DIAGNOSTIC_MEDICAL,FR0012202497,DGM,Euronext_Paris,XPAR,E.ON_SE
DIGIGRAM,FR0000035784,DIG,Euronext_Paris,XPAR,LA_FONCIERE_VERTE
DIRECT_ENERGIE,FR0004191674,DIREN,Euronext_Paris,XPAR,NSC_GROUPE
DNXCORP,FR0010436584,DNX,Euronext_Paris,XPAR,SCEMI
DOCK.PETR.AMBES_AM,FR0000065260,DPAM,Euronext_Paris,XPAR,ARKEMA_NV
DOM_SECURITY,FR0000052839,DOMS,Euronext_Paris,XPAR,ST_DUPONT
ECA,FR0010099515,ECASA,Euronext_Paris,XPAR,USG
EDENRED,FR0010908533,EDEN,Euronext_Paris,XPAR,KRIEF_GROUP
EDF,FR0010242511,EDF,Euronext_Paris,XPAR,COLIPAYS
EGIDE,FR0000072373,GID,Euronext_Paris,XPAR,SONAGI
EIFFAGE,FR0000130452,FGR,Euronext_Paris,XPAR,LV4S
EKINOPS,FR0011466069,EKI,Euronext_Paris,XPAR,UNILEVER_6%
ELEC.STRASBOURG,FR0000031023,ELEC,Euronext_Paris,XPAR,MUSEE_GREVIN
ELECTRO_POWER,FR0012650166,EPS,Euronext_Paris,XPAR,DIETSWELL
ELIOR_GROUP,FR0011950732,ELIOR,Euronext_Paris,XPAR,NEUFCOUR-FIN.
ELIS,FR0012435121,ELIS,Euronext_Paris,XPAR,TELEVISTA
ENCRES_DUBUIT,FR0004030708,DBT,Euronext_Paris,XPAR,WEBORAMA
ENGIE,FR0010208488,ENGI,Euronext_Paris,XPAR,A_TOUTE_VITESSE
EOS_IMAGING,FR0011191766,EOSI,Euronext_Paris,XPAR,ACEP_FRANCE
ERAMET,FR0000131757,ERA,Euronext_Paris,XPAR,CATERPILLAR_INC
ERYTECH_PHARMA,FR0011471135,ERYP,Euronext_Paris,XPAR,DOLPHIN_INTEGRAT.
ESI_GROUP,FR0004110310,ESI,Euronext_Paris,XPAR,RAPHAEL_MICHEL_S_A
ESSILOR_INTL.,FR0000121667,EI,Euronext_Paris,XPAR,COMPTA
ESSO,FR0000120669,ES,Euronext_Paris,XPAR,INAPA-INV.P.GESTAO
ETAM_DEVELOPPEMENT,FR0000035743,TAM,Euronext_Paris,XPAR,TELECOM_DESIGN
EULER_HERMES_GROUP,FR0004254035,ELE,Euronext_Paris,XPAR,BENFICA
EURASIA_FONC_INV,FR0000061475,EFI,Euronext_Paris,XPAR,FAYENC.SARREGUEMI.
EURAZEO,FR0000121121,RF,Euronext_Paris,XPAR,ADC_SIIC
EURO_DISNEY,FR0010540740,EDL,Euronext_Paris,XPAR,BARBARA_BUI
EURO_RESSOURCES,FR0000054678,EUR,Euronext_Paris,XPAR,LEADERLEASE
EUROFINS_BSAR17,FR0010891796,ERFBS,Euronext_Paris,XPAR,OREY_ANTUNES_ESC.
EUROFINS_NV,FR0013229044,ERFNV,Euronext_Paris,XPAR,COPAM
EUROFINS_SCIENT.,FR0000038259,ERF,Euronext_Paris,XPAR,TOUPARGEL_GROUPE
EUROMEDIS_GROUPE,FR0000075343,EMG,Euronext_Paris,XPAR,VERNEUIL_PARTICIP.
EURONEXT,NL0006294274,ENX,Euronext_Paris,XPAR,BLEECKER
EUROPACORP,FR0010490920,ECP,Euronext_Paris,XPAR,MIGUET_ET_ASSOCIES
EUROPCAR,FR0012789949,EUCAR,Euronext_Paris,XPAR,BROKERSCLUB_AG
EUROSIC,FR0000038200,ERSC,Euronext_Paris,XPAR,SUMO_RESOURCES_PLC
EUTELSAT_COMMUNIC.,FR0010221234,ETL,Euronext_Paris,XPAR,LOMBARD_ET_MEDOT
EXACOMPTA_CLAIREF.,FR0000064164,EXAC,Euronext_Paris,XPAR,INAPA-PREF_S/_VOTO
EXEL_INDUSTRIES,FR0004527638,EXE,Euronext_Paris,XPAR,TAYNINH
EXPLOS.PROD.CHI.PF,FR0000037343,EPCP,Euronext_Paris,XPAR,SELCODIS
EXPLOSIFS_PROD.CHI,FR0000039026,EXPL,Euronext_Paris,XPAR,LE_TANNEUR
FAURECIA,FR0000121147,EO,Euronext_Paris,XPAR,PROLOG_BSAAR20
FAUVET_GIREL,FR0000063034,FAUV,Euronext_Paris,XPAR,AGTA_RECORD
FAYENC.SARREGUEMI.,FR0000031973,FAYE,Euronext_Paris,XPAR,SUCRAF_A_&_B
FDL,FR0000030181,FDL,Euronext_Paris,XPAR,YATRA
FERM.CAS.MUN.CANNE,FR0000062101,FCMC,Euronext_Paris,XPAR,MG_INTERNATIONAL
FERMENTALG,FR0011271600,FALG,Euronext_Paris,XPAR,ROCTOOL
FFP,FR0000064784,FFP,Euronext_Paris,XPAR,PROLOGUE_BSAA2021
FIDUCIAL_OFF.SOL.,FR0000061418,SACI,Euronext_Paris,XPAR,SENDR_SE
FIDUCIAL_REAL_EST.,FR0000060535,ORIA,Euronext_Paris,XPAR,PROLOGUE_BSAA
FIGEAC_AERO,FR0011665280,FGA,Euronext_Paris,XPAR,PUBLICIS_BSA
FIMALAC,FR0000037947,FIM,Euronext_Paris,XPAR,DIGITECH
FIN.ETANG_BERRE,FR0000062341,BERR,Euronext_Paris,XPAR,NATIXIS_NV
FIN.ETANG_BERRE_PF,FR0000062507,EBPF,Euronext_Paris,XPAR,BELUGA
FIN.OUEST_AFRICAIN,SN0000033192,FOAF,Euronext_Paris,XPAR,RAPIDO_PRET
FINANCIERE_MARJOS,FR0000060824,FINM,Euronext_Paris,XPAR,TROIS_CHENES
FINANCIERE_ODET,FR0000062234,ODET,Euronext_Paris,XPAR,QUOTIUM_TECHNO
FINATIS,FR0000035123,FNTS,Euronext_Paris,XPAR,BEVER_HOLDING
FIPP,FR0000038184,FIPP,Euronext_Paris,XPAR,GAUSSIN_BSA
FLEURY_MICHON,FR0000074759,FLE,Euronext_Paris,XPAR,FAUVET_GIREL
FLEURYMBSAR22MAR20,FR0011408731,FLEBS,Euronext_Paris,XPAR,CESAR
FONC_ATLAND_BSA,FR0012951028,FATBS,Euronext_Paris,XPAR,ORCO_BSAR_2019
FONC._PARIS_NORD,FR0011277391,FPN,Euronext_Paris,XPAR,ML_TRADING_AG
FONC.DES_REGIONS,FR0000064578,FDR,Euronext_Paris,XPAR,IMM.PARIS.PERLE
FONCIERE_7_INVEST,FR0000065930,LEBL,Euronext_Paris,XPAR,HUBWOO
FONCIERE_ATLAND,FR0000064362,FATL,Euronext_Paris,XPAR,DYNAFOND
FONCIERE_DES_MURS,FR0000060303,FMU,Euronext_Paris,XPAR,MULTIMICROCLOUD
FONCIERE_EURIS,FR0000038499,EURS,Euronext_Paris,XPAR,BERNARD_LOISEAU
FONCIERE_INEA,FR0010341032,INEA,Euronext_Paris,XPAR,TROC_ILE
FONCIERE_LYONNAISE,FR0000033409,FLY,Euronext_Paris,XPAR,MULANN
FONCIERE_R-PARIS,FR0000063265,FFBE,Euronext_Paris,XPAR,SPINEWAY
FONCIERE_VOLTA,FR0000053944,SPEL,Euronext_Paris,XPAR,SNOWWORLD
FORESTIERE_EQUAT.,CI0000053161,FORE,Euronext_Paris,XPAR,FERCO_DEV.
FRANCAISE_ENERGIE,FR0013030152,LFDE,Euronext_Paris,XPAR,ARDOIN_ST_AMAND_A
FREY,FR0010588079,FREY,Euronext_Paris,XPAR,VANEXPORT
FROMAGERIES_BEL,FR0000121857,FBEL,Euronext_Paris,XPAR,SODIFRANCE
FUTUREN,FR0011284991,FTRN,Euronext_Paris,XPAR,THERMOCOMPACT
GALIMMO,FR0000030611,GALIM,Euronext_Paris,XPAR,BTG-BPP_EUR_UNIT
GAUMONT,FR0000034894,GAM,Euronext_Paris,XPAR,DRONE_VOLT_BS
GDS_(144A)_RUSAL,US9098831004,RUAL,Euronext_Paris,XPAR,MEDIANTECHNOLOGIES
GDS_(S)_RUSAL,US9098832093,RUSAL,Euronext_Paris,XPAR,BRICORAMA
GDS_MOULINS_STRAS.,FR0000064180,GDMS,Euronext_Paris,XPAR,STREIT_MECANIQUE
GEA_GRENOBL.ELECT.,FR0000053035,GEA,Euronext_Paris,XPAR,MEDIOCREDITO_EUROP
GECI_INTL,FR0000079634,GECP,Euronext_Paris,XPAR,ALO_BSA_2016
GECI_INTL_BS,FR0013141249,GECBS,Euronext_Paris,XPAR,GRECEMAR
GECINA_NOM.,FR0010040865,GFC,Euronext_Paris,XPAR,GAUSSIN_BSAR
GENERAL_ELECTRIC,US3696041033,GNE,Euronext_Paris,XPAR,LOCASYSTEM_INTL
GENERIX,FR0010501692,GENX,Euronext_Paris,XPAR,EVADIX
GENEURO,CH0308403085,GNRO,Euronext_Paris,XPAR,FD
GENFIT,FR0004163111,GNFT,Euronext_Paris,XPAR,ECKERT-ZIEGLER_BG
GENKYOTEX,FR0011790542,GKTX,Euronext_Paris,XPAR,IBM
GENOMIC_VISION,FR0011799907,GV,Euronext_Paris,XPAR,TISCALI
GENSIGHT_BIOLOGICS,FR0013183985,SIGHT,Euronext_Paris,XPAR,FINAXO
GFI_INFORMATIQUE,FR0004038099,GFI,Euronext_Paris,XPAR,MDW
GIORGIO_FEDON,IT0001210050,FED,Euronext_Paris,XPAR,TECHNOFLEX
GL_EVENTS,FR0000066672,GLO,Euronext_Paris,XPAR,PHOTONIKE_CAPITAL
GPE_GROUP_PIZZORNO,FR0010214064,GPE,Euronext_Paris,XPAR,NOVATECH_IND.
GRAINES_VOLTZ,FR0000065971,GRVO,Euronext_Paris,XPAR,VALE
GROUPE_CRIT,FR0000036675,CEN,Euronext_Paris,XPAR,FREELANCE_BS_2018
GROUPE_EUROTUNNEL,FR0010533075,GET,Euronext_Paris,XPAR,ENTREPRENDRE
GROUPE_FLO,FR0004076891,FLO,Euronext_Paris,XPAR,COREP_LIGHTING
GROUPE_FNAC,FR0011476928,FNAC,Euronext_Paris,XPAR,MECELEC_BSA_DEC19
GROUPE_GORGE,FR0000062671,GOE,Euronext_Paris,XPAR,MNR_GROUP
GROUPE_IRD,FR0000124232,IRD,Euronext_Paris,XPAR,MBWS_BSA_ACT2
GROUPE_JAJ,FR0004010338,GJAJ,Euronext_Paris,XPAR,ARDOIN_ST_AMAND_B
GROUPE_LDLC,FR0000075442,LDL,Euronext_Paris,XPAR,DYNEX_ENERGY_SA
GROUPE_OPEN,FR0004050300,OPN,Euronext_Paris,XPAR,IMALLIANCE
GROUPE_PARTOUCHE,FR0012612646,PARP,Euronext_Paris,XPAR,ENI
GROUPE_SFPI,FR0004155000,SFPI,Euronext_Paris,XPAR,EURASIA_FONC_INV
GROUPE_VIAL,FR0010340406,VIA,Euronext_Paris,XPAR,ASHLER_ET_MANSON
GTT,FR0011726835,GTT,Euronext_Paris,XPAR,REIBEL
GUERBET,FR0000032526,GBT,Euronext_Paris,XPAR,GROUPE_CARNIVOR
GUERBET_NV,FR0013229028,GBTNV,Euronext_Paris,XPAR,INVERKO
GUILLEMOT,FR0000066722,GUI,Euronext_Paris,XPAR,SECURINFOR
GUY_DEGRENNE,FR0004035061,GUYD,Euronext_Paris,XPAR,CONSORT_NT
HAULOTTE_GROUP,FR0000066755,PIG,Euronext_Paris,XPAR,SILC
HAVAS,FR0000121881,HAV,Euronext_Paris,XPAR,MAGILLEM
HERIGE,FR0000066540,HERIG,Euronext_Paris,XPAR,DEMOS
HERIGE_NV,FR0013227451,HERNV,Euronext_Paris,XPAR,TOQUEBLANCHEMONDE
HERMES_INTL,FR0000052292,RMS,Euronext_Paris,XPAR,BD_MULTI_MEDIA
HEXCEL,US4282911084,HXL,Euronext_Paris,XPAR,MAINSTAY_MEDICAL
HF,FR0000038531,HF,Euronext_Paris,XPAR,4SERVICE_CLOUD
HI-MEDIA,FR0012821890,HIM,Euronext_Paris,XPAR,EST_REPUBLICAIN
HIGH_CO,FR0000054231,HCO,Euronext_Paris,XPAR,MBWS_BSAR_2023
HIPAY_GROUP,FR0012821916,HIPAY,Euronext_Paris,XPAR,SCHOBRUNN_PARIS
HOPSCOTCH_GROUPE,FR0000065278,HOP,Euronext_Paris,XPAR,GROUPIMO
HOTELS_DE_PARIS,FR0004165801,HDP,Euronext_Paris,XPAR,KKO_INT_WARRANT_A
HSBC_HOLDINGS,GB0005405286,HSB,Euronext_Paris,XPAR,VEXIM_BS
HUBWOO,FR0004052561,HBW,Euronext_Paris,XPAR,PROTEKTUS_AG
ICADE,FR0000035081,ICAD,Euronext_Paris,XPAR,ROUSSELET_CENTRIF.
ID_LOGISTICS_GROUP,FR0010929125,IDL,Euronext_Paris,XPAR,HOTL.IMMOB.NICE
IDI,FR0000051393,IDIP,Euronext_Paris,XPAR,NOVISOURCE
IFF,US4595061015,IFF,Euronext_Paris,XPAR,EON_MOTORS_GROUP
IGE_+_XAO,FR0000030827,IGE,Euronext_Paris,XPAR,GROUPE_PLUS-VALUES
ILIAD,FR0004035913,ILD,Euronext_Paris,XPAR,SOLIA
IMERYS,FR0000120859,NK,Euronext_Paris,XPAR,REDITUS
IMMOB.DASSAULT,FR0000033243,IMDA,Euronext_Paris,XPAR,PETRO_IVOIRE
IMMOB.HOTELIERE,FR0000036980,IMHO,Euronext_Paris,XPAR,EUROFINS_BSAR17
IMPLANET,FR0010458729,IMPL,Euronext_Paris,XPAR,CIPAN
INDLE_FIN.ENTREPR.,FR0000066219,INFE,Euronext_Paris,XPAR,FIDUCIAL_REAL_EST.
INFOSYS_LTD_ADS,US4567881085,INFY,Euronext_Paris,XPAR,PNS
INFOTEL,FR0000071797,INF,Euronext_Paris,XPAR,MUTUALIZE_CORP
INGENICO_GROUP,FR0000125346,ING,Euronext_Paris,XPAR,CHRISTIAN_POTIER
INNATE_PHARMA,FR0010331421,IPH,Euronext_Paris,XPAR,JSA_TECHNOLOGY
INNELEC_MULTIMEDIA,FR0000064297,INN,Euronext_Paris,XPAR,OREGE
INSIDE_SECURE,FR0010291245,INSD,Euronext_Paris,XPAR,FINANCIERE_MARJOS
INSTALLUX,FR0000060451,STAL,Euronext_Paris,XPAR,CECURITY.COM
INTERPARFUMS,FR0004024222,ITP,Euronext_Paris,XPAR,HITECHPROS
INTEXA,FR0000064958,ITXT,Euronext_Paris,XPAR,FRANCE_TOURISME
INTLE_PLANT.HEVEAS,FR0000036857,SIPH,Euronext_Paris,XPAR,ALPHA_MOS
INVENTIVA,FR0013233012,IVA,Euronext_Paris,XPAR,DEVERNOIS
IPSEN,FR0010259150,IPN,Euronext_Paris,XPAR,MANDALORE_HOLDING
IPSEN_NV,FR0013227626,IPNNV,Euronext_Paris,XPAR,CHINA_FOREST
IPSOS,FR0000073298,IPS,Euronext_Paris,XPAR,EAVS
IPSOS_NV,FR0013227683,IPSNV,Euronext_Paris,XPAR,ICE_CONCEPT
IT_LINK,FR0000072597,ITL,Euronext_Paris,XPAR,HOTELS_DE_PARIS
ITESOFT,FR0004026151,ITE,Euronext_Paris,XPAR,GOUR_MEDICAL
ITS_GROUP,FR0000073843,ITS,Euronext_Paris,XPAR,ONLINEFORMAPRO
JACQUES_BOGART,FR0012872141,JBOG,Euronext_Paris,XPAR,UNIVERSAL.BE
JACQUET_METAL_SCE,FR0000033904,JCQ,Euronext_Paris,XPAR,ECOLUTIONS
JC_DECAUX_SA.,FR0000077919,DEC,Euronext_Paris,XPAR,PART.INDLES_MINI.
KAUFMAN_ET_BROAD,FR0004007813,KOF,Euronext_Paris,XPAR,DAMARIS
KERING,FR0000121485,KER,Euronext_Paris,XPAR,ACTIVIUM_GROUP
KEYRUS,FR0004029411,KEY,Euronext_Paris,XPAR,CHAUSSERIA
KLEPIERRE,FR0000121964,LI,Euronext_Paris,XPAR,FRANCE_CHAUFFAGE
KORIAN,FR0010386334,KORI,Euronext_Paris,XPAR,S.CLUBE_BRAGA
L'OREAL,FR0000120321,OR,Euronext_Paris,XPAR,OSPREYFRANK
LA_FONCIERE_VERTE,FR0000039638,LFVE,Euronext_Paris,XPAR,NEWTREE
LACROIX_SA,FR0000066607,LACR,Euronext_Paris,XPAR,NEXTSTAGE
LAFARGEHOLCIM_LTD,CH0012214059,LHN,Euronext_Paris,XPAR,AFRIQUE_TELECOM
LAFUMA,FR0000035263,LAF,Euronext_Paris,XPAR,PHARMASIMPLE
